transaction_id,account_id,amount,currency,description,transaction_date,timestamp,transaction_type,category,merchant_name
09fc9517b0b119b7dc376bc2c1b5c8a5,56c7b029e0f8ec5a2334fb0ffc2fface,-0.41,GBP,SAVE THE CHANGE,2026-02-12,2026-02-12T00:00:00Z,DEBIT,Savings,
8c3b2fb96ebda7ae845c9d95e92adfcf,56c7b029e0f8ec5a2334fb0ffc2fface,-23.11,GBP,AA MEMBERSHIP,2026-02-12,2026-02-12T00:00:00Z,DEBIT,Insurance,
eb0b4b1ef27c78fe7fbd5310f956f360,56c7b029e0f8ec5a2334fb0ffc2fface,50.0,GBP,CIRCLE UK TRADING,2026-02-11,2026-02-11T00:00:00Z,CREDIT,Uncategorized,
473c29ddd8d2e9a996510937a21c8210,56c7b029e0f8ec5a2334fb0ffc2fface,50.0,GBP,MS JANE DOE,2026-02-11,2026-02-11T00:00:00Z,CREDIT,Transfers,
26dfa639e27f1d12ef940a2db16f8b85,56c7b029e0f8ec5a2334fb0ffc2fface,22.42,GBP,WORKING TAX CREDIT,2026-02-11,2026-02-11T00:00:00Z,CREDIT,Income,
e470ec457764fadd770ceeeba2eba457,56c7b029e0f8ec5a2334fb0ffc2fface,-17.0,GBP,BUTLINS HOLIDAYS,2026-02-11,2026-02-11T00:00:00Z,DEBIT,Entertainment,
15e34b6ac7b37b194b309b583b64e274,56c7b029e0f8ec5a2334fb0ffc2fface,-40.0,GBP,AXA WEALTH LTD,2026-02-10,2026-02-10T00:00:00Z,DEBIT,Insurance,
a0ab1101371e54f97c5396c0e539ed82,56c7b029e0f8ec5a2334fb0ffc2fface,-5.0,GBP,ASDA STORES LTD,2026-02-10,2026-02-10T00:00:00Z,DEBIT,Groceries,
4cc6bdafc87fb5b17a12875985cd6bb5,56c7b029e0f8ec5a2334fb0ffc2fface,40.0,GBP,RETURNED DD,2026-02-10,2026-02-10T00:00:00Z,CREDIT,Banking,
88f15b0432a83b7fe76d0299752fe4aa,56c7b029e0f8ec5a2334fb0ffc2fface,50.36,GBP,CIRCLE UK TRADING,2026-02-10,2026-02-10T00:00:00Z,CREDIT,Uncategorized,
645536da034d216638ae9ef6e89ce8d0,56c7b029e0f8ec5a2334fb0ffc2fface,-30.0,GBP,OUTGOING DD,2026-02-10,2026-02-10T00:00:00Z,DEBIT,Banking,
5095286444e68a30b3908ff19b556003,56c7b029e0f8ec5a2334fb0ffc2fface,-24.5,GBP,EDF ENERGY,2026-02-10,2026-02-10T00:00:00Z,DEBIT,Utilities,
93fd77dc838ceb52696e206e2b1e71d2,56c7b029e0f8ec5a2334fb0ffc2fface,-23.62,GBP,DVLA LICENCE,2026-02-09,2026-02-09T00:00:00Z,DEBIT,Transport,
9adac14c6bfcb919524527e1b0631894,56c7b029e0f8ec5a2334fb0ffc2fface,-20.56,GBP,DVLA TAX,2026-02-09,2026-02-09T00:00:00Z,DEBIT,Transport,
0fb51057784e852cbaab2448b52f946f,56c7b029e0f8ec5a2334fb0ffc2fface,-0.41,GBP,SAVE THE CHANGE,2026-02-09,2026-02-09T00:00:00Z,DEBIT,Savings,
7b1aa79aa76424febbf1c886d62fd3ac,56c7b029e0f8ec5a2334fb0ffc2fface,70.0,GBP,MS JANE DOE,2026-02-09,2026-02-09T00:00:00Z,CREDIT,Transfers,
af674f5cdf7862fb3caf320df92cb727,56c7b029e0f8ec5a2334fb0ffc2fface,-0.01,GBP,SAVE THE CHANGE,2026-02-08,2026-02-08T00:00:00Z,DEBIT,Savings,
d7caa51861992c7334c4f1d6cd40cd05,56c7b029e0f8ec5a2334fb0ffc2fface,22.42,GBP,WORKING TAX CREDIT,2026-02-08,2026-02-08T00:00:00Z,CREDIT,Income,
7c622b46a02f9c0816f342c2269a3fd7,56c7b029e0f8ec5a2334fb0ffc2fface,-14.99,GBP,CREDITREPORTSERVIC,2026-02-08,2026-02-08T00:00:00Z,DEBIT,Subscriptions,
f6f2cdcedbde661e2ed8e920d333b9db,56c7b029e0f8ec5a2334fb0ffc2fface,-100.0,GBP,REGENDA REDWING RE,2026-02-08,2026-02-08T00:00:00Z,DEBIT,Housing,
918d9d3e01a6a7b4a0a4206f6919dfc3,56c7b029e0f8ec5a2334fb0ffc2fface,-10.0,GBP,BROADWAY GAMING LT CD 0315,2026-02-08,2026-02-08T00:00:00Z,DEBIT,Entertainment,
da570c85e7fe1af609515586ff5d2bd0,56c7b029e0f8ec5a2334fb0ffc2fface,-0.69,GBP,SAVE THE CHANGE,2026-02-08,2026-02-08T00:00:00Z,DEBIT,Savings,
4820aefddac3900c82358907fa44eed9,56c7b029e0f8ec5a2334fb0ffc2fface,-1.04,GBP,SAVE THE CHANGE,2026-02-08,2026-02-08T00:00:00Z,DEBIT,Savings,
14f203163b4b3148bbbfb6fbf13fb17c,56c7b029e0f8ec5a2334fb0ffc2fface,-24.31,GBP,BOOKER LIMITED BLA,2026-02-08,2026-02-08T00:00:00Z,DEBIT,Groceries,
4281791c98038e0ffb5d64ae3f90dea2,56c7b029e0f8ec5a2334fb0ffc2fface,-82.37,GBP,EE & T-MOBILE,2026-02-07,2026-02-07T00:00:00Z,DEBIT,Utilities,
3d0ba293c1718b9a791c95859e8595fe,56c7b029e0f8ec5a2334fb0ffc2fface,-1.15,GBP,SAVE THE CHANGE,2026-02-07,2026-02-07T00:00:00Z,DEBIT,Savings,
ffdcd4856a8238304cf2c252c75cb900,56c7b029e0f8ec5a2334fb0ffc2fface,-70.0,GBP,MS JANE DOE,2026-02-07,2026-02-07T00:00:00Z,DEBIT,Transfers,
abaf2ad78d1edd7cce00ffbb4b4a44ae,56c7b029e0f8ec5a2334fb0ffc2fface,-10.0,GBP,18db38 Betropolis LTD LC Betropolis,2026-02-07,2026-02-07T00:00:00Z,DEBIT,Entertainment,
10c9ecf4fe4813d6ef4bda87da40602a,56c7b029e0f8ec5a2334fb0ffc2fface,-28.25,GBP,TESCO MOBILE LTD,2026-02-06,2026-02-06T00:00:00Z,DEBIT,Utilities,
32cb58c14311005d27a4ee39efc64adc,56c7b029e0f8ec5a2334fb0ffc2fface,22.42,GBP,WORKING TAX CREDIT,2026-02-06,2026-02-06T00:00:00Z,CREDIT,Income,
8fdd58d9a26dc787743a3cff4aea7fc6,56c7b029e0f8ec5a2334fb0ffc2fface,-12.89,GBP,W M MORRISONS PLC,2026-02-06,2026-02-06T00:00:00Z,DEBIT,Groceries,
5d9fac5fc271b37a154a835d8ce752f7,56c7b029e0f8ec5a2334fb0ffc2fface,-50.0,GBP,TESCO MOBILE LTD,2026-02-06,2026-02-06T00:00:00Z,DEBIT,Utilities,
43e927e4ad72ef3c8caf8ac00373bde1,56c7b029e0f8ec5a2334fb0ffc2fface,-9.71,GBP,HOME BARGAINS FLEE,2026-02-06,2026-02-06T00:00:00Z,DEBIT,Shopping,
bfca1c989ebaec1ed8c3a1bfe13c5e20,56c7b029e0f8ec5a2334fb0ffc2fface,346.35,GBP,CHILD TAX CREDIT,2026-02-06,2026-02-06T00:00:00Z,CREDIT,Income,
8db982c26708c3315a107908eeebcaef,56c7b029e0f8ec5a2334fb0ffc2fface,137.6,GBP,MR JOHN SMITH,2026-02-06,2026-02-06T00:00:00Z,CREDIT,Income,
22ad2a51d2463559a4bc00bb96267fee,56c7b029e0f8ec5a2334fb0ffc2fface,61.89,GBP,MS JANE DOE,2026-02-06,2026-02-06T00:00:00Z,CREDIT,Income,
569f67d66b3f135c709b6da9a1768110,56c7b029e0f8ec5a2334fb0ffc2fface,-0.01,GBP,SAVE THE CHANGE,2026-02-06,2026-02-06T00:00:00Z,DEBIT,Savings,
ffb841678e190b641639440159bfd835,56c7b029e0f8ec5a2334fb0ffc2fface,-5.0,GBP,AMAZON PRIME,2026-02-06,2026-02-06T00:00:00Z,DEBIT,Subscriptions,
63c66091b90512e6e6faf371b8f9d69c,56c7b029e0f8ec5a2334fb0ffc2fface,-60.0,GBP,LNK ATM WITHDRAWAL,2026-02-05,2026-02-05T00:00:00Z,DEBIT,Cash Withdrawal,
6e17744985cb95e1c8097e7dadf3f94b,56c7b029e0f8ec5a2334fb0ffc2fface,-1.89,GBP,SAVE THE CHANGE,2026-02-05,2026-02-05T00:00:00Z,DEBIT,Savings,
454c711afd7e56d7c94e282f9863d4f9,56c7b029e0f8ec5a2334fb0ffc2fface,-5.79,GBP,THE INSURANCE EMPO,2026-02-05,2026-02-05T00:00:00Z,DEBIT,Insurance,
162c724ea070041375a47f8291de49bc,56c7b029e0f8ec5a2334fb0ffc2fface,-7.99,GBP,AMAZON PRIME,2026-02-05,2026-02-05T00:00:00Z,DEBIT,Subscriptions,
02e267c6875d8f6401764ec7630b2074,56c7b029e0f8ec5a2334fb0ffc2fface,-23.15,GBP,VANQUIS BANK,2026-02-05,2026-02-05T00:00:00Z,DEBIT,Banking,
5e182900752379ffe1c3d11d56eff2fb,56c7b029e0f8ec5a2334fb0ffc2fface,-12.73,GBP,AA INSURANCE,2026-02-05,2026-02-05T00:00:00Z,DEBIT,Insurance,
b8d61bc0ac7fe00d75d0341b2875fd4d,56c7b029e0f8ec5a2334fb0ffc2fface,-6.37,GBP,WWW.TAILS.COM,2026-02-05,2026-02-05T00:00:00Z,DEBIT,Shopping,
5bb8718140cf1c1967f82a4af040a68c,56c7b029e0f8ec5a2334fb0ffc2fface,-20.0,GBP,ANNATAR,2026-02-05,2026-02-05T00:00:00Z,DEBIT,Uncategorized,
14391a79179003bf30814fb93b914b80,56c7b029e0f8ec5a2334fb0ffc2fface,10.0,GBP,ANNATAR LIMITED,2026-02-04,2026-02-04T00:00:00Z,CREDIT,Uncategorized,
c07479b02f4a0ad48a7c05b290c1b50f,56c7b029e0f8ec5a2334fb0ffc2fface,70.0,GBP,ANYVAN LTD,2026-02-04,2026-02-04T00:00:00Z,CREDIT,Transport,
6f36598954a6a94df5182fca21a4e9ca,56c7b029e0f8ec5a2334fb0ffc2fface,59.17,GBP,ANYVAN LTD,2026-02-04,2026-02-04T00:00:00Z,CREDIT,Transport,
a0bdd978a64cfff3c69749f7360ac24c,56c7b029e0f8ec5a2334fb0ffc2fface,-20.0,GBP,LNK ATM LONDON,2026-02-04,2026-02-04T00:00:00Z,DEBIT,Cash Withdrawal,
1ffaeb68d38b6317ac77ea1543878a42,56c7b029e0f8ec5a2334fb0ffc2fface,-5.0,GBP,LAPTOP DIRECT LTD.,2026-02-04,2026-02-04T00:00:00Z,DEBIT,Shopping,
6e7779fa4fd4b6a1e3291bfb698ae778,56c7b029e0f8ec5a2334fb0ffc2fface,-3.07,GBP,ANIMAL FRIENDS LTD,2026-02-04,2026-02-04T00:00:00Z,DEBIT,Insurance,
78b90ca3acb9e2ab2ea3c7ce67daf498,56c7b029e0f8ec5a2334fb0ffc2fface,-100.0,GBP,LNK ATM WITHDRAWAL,2026-02-04,2026-02-04T00:00:00Z,DEBIT,Cash Withdrawal,
5445856522af0f671d9cd53dd3246e21,56c7b029e0f8ec5a2334fb0ffc2fface,100.0,GBP,MR JOHN SMITH,2026-02-04,2026-02-04T00:00:00Z,CREDIT,Income,
f14d1e455e036f2a44cfdd4e648eb9bd,56c7b029e0f8ec5a2334fb0ffc2fface,-3.59,GBP,INTUIT LIMITED,2026-02-04,2026-02-04T00:00:00Z,DEBIT,Subscriptions,
3af7dc8202f882a5d0f0c4237814bf50,56c7b029e0f8ec5a2334fb0ffc2fface,25.0,GBP,PAYPAL EBAY,2026-02-04,2026-02-04T00:00:00Z,CREDIT,Shopping,
0912151f668eac64fd642a851b0f9a57,56c7b029e0f8ec5a2334fb0ffc2fface,-130.0,GBP,RENT,2026-02-04,2026-02-04T00:00:00Z,DEBIT,Housing,
46b1db031aedd4db03aad0637751ed8a,56c7b029e0f8ec5a2334fb0ffc2fface,0.89,GBP,MS JANE DOE,2026-02-03,2026-02-03T00:00:00Z,CREDIT,Income,
d799379af6f906c7954f946e65f3db22,56c7b029e0f8ec5a2334fb0ffc2fface,-0.41,GBP,SAVE THE CHANGE,2026-02-03,2026-02-03T00:00:00Z,DEBIT,Savings,
f7252537fb6c72f0016995913e63680d,56c7b029e0f8ec5a2334fb0ffc2fface,130.0,GBP,MS JANE DOE,2026-02-03,2026-02-03T00:00:00Z,CREDIT,Income,
b302dccc82c0da7530dc28d4881f5134,56c7b029e0f8ec5a2334fb0ffc2fface,7.0,GBP,MR JOHN SMITH,2026-02-03,2026-02-03T00:00:00Z,CREDIT,Income,
b97a5a352db369cf08e253dfc9a81bb0,56c7b029e0f8ec5a2334fb0ffc2fface,-23.11,GBP,AA MEMBERSHIP,2026-02-03,2026-02-03T00:00:00Z,DEBIT,Subscriptions,
9e69655e637484e74a56ca21401c1994,56c7b029e0f8ec5a2334fb0ffc2fface,35.49,GBP,VIRGIN GAMES,2026-02-03,2026-02-03T00:00:00Z,CREDIT,Entertainment,
61d4d8afb704add8d97cf4d5862c5522,56c7b029e0f8ec5a2334fb0ffc2fface,-0.01,GBP,SAVE THE CHANGE,2026-02-03,2026-02-03T00:00:00Z,DEBIT,Savings,
f0180b428fb1458c9a0a33c5e183e4e2,56c7b029e0f8ec5a2334fb0ffc2fface,-2.99,GBP,GOOGLE PLAY STORE,2026-02-03,2026-02-03T00:00:00Z,DEBIT,Entertainment,
6b28b1407425024741c7d3ddb3d7d410,56c7b029e0f8ec5a2334fb0ffc2fface,-30.0,GBP,TESCO EXTRA,2026-02-03,2026-02-03T00:00:00Z,DEBIT,Groceries,
65a9617e53f33258468fdfc7cbae8609,56c7b029e0f8ec5a2334fb0ffc2fface,40.0,GBP,RETURNED DIRECT DEBIT,2026-02-03,2026-02-03T00:00:00Z,CREDIT,Banking,
382c149c012762ae1c50bf4d8fb44022,56c7b029e0f8ec5a2334fb0ffc2fface,-40.0,GBP,LNK ATM LONDON,2026-02-03,2026-02-03T00:00:00Z,DEBIT,Cash Withdrawal,
ef484a689a21c89199a292a4973ee186,56c7b029e0f8ec5a2334fb0ffc2fface,-5.0,GBP,WWW.ASDA.COM,2026-02-03,2026-02-03T00:00:00Z,DEBIT,Groceries,
cbada7c9bf67e55e70c834b054a81532,56c7b029e0f8ec5a2334fb0ffc2fface,30.0,GBP,MR JOHN SMITH,2026-02-02,2026-02-02T00:00:00Z,CREDIT,Income,
95a07fde922f8f03cedd967325bbb0ef,56c7b029e0f8ec5a2334fb0ffc2fface,-30.0,GBP,LNK ATM LONDON,2026-02-02,2026-02-02T00:00:00Z,DEBIT,Cash Withdrawal,
9c35a175de95cd851bf005d563c26b32,56c7b029e0f8ec5a2334fb0ffc2fface,10.0,GBP,MR JOHN SMITH,2026-02-02,2026-02-02T00:00:00Z,CREDIT,Income,
d729e39fcffc68d6e5439a9a4857c76c,56c7b029e0f8ec5a2334fb0ffc2fface,-0.59,GBP,SAVE THE CHANGE,2026-02-02,2026-02-02T00:00:00Z,DEBIT,Savings,
236dbf9e9c67794dcc5c87b4d5f888ca,56c7b029e0f8ec5a2334fb0ffc2fface,-46.82,GBP,TALKTALK TELECOM,2026-02-01,2026-02-01T00:00:00Z,DEBIT,Utilities,
84fef5a774f29c87729b3a549be8e084,56c7b029e0f8ec5a2334fb0ffc2fface,-0.01,GBP,ACCOUNT OVERDRAFT FEE,2026-02-01,2026-02-01T00:00:00Z,DEBIT,Fees,
a456fd5f414e77695c60573a6f138295,56c7b029e0f8ec5a2334fb0ffc2fface,-227.0,GBP,MR JOHN SMITH,2026-02-01,2026-02-01T00:00:00Z,DEBIT,Income,
fd97a8e2dd08a02d58fa7236a9d41f38,56c7b029e0f8ec5a2334fb0ffc2fface,-39.99,GBP,TESCO,2026-02-01,2026-02-01T00:00:00Z,DEBIT,Groceries,
38ecf9aae264f34e3e7062df4a266bb2,56c7b029e0f8ec5a2334fb0ffc2fface,-0.01,GBP,REVOLUT,2026-02-01,2026-02-01T00:00:00Z,DEBIT,Transfers,
adab24d98e2dc01323ed8d9a26804f89,56c7b029e0f8ec5a2334fb0ffc2fface,-0.01,GBP,CENTRA,2026-02-01,2026-02-01T00:00:00Z,DEBIT,Groceries,
50cc933b026ca9ef9c427204d7f7b561,56c7b029e0f8ec5a2334fb0ffc2fface,-0.01,GBP,DUNNES STORES,2026-02-01,2026-02-01T00:00:00Z,DEBIT,Groceries,
4b63a91ed1f4ea588e3abcb433aee5c6,56c7b029e0f8ec5a2334fb0ffc2fface,-0.01,GBP,SPAR,2026-02-01,2026-02-01T00:00:00Z,DEBIT,Groceries,
987e2823a3fa7c578d5f2f1439b27369,56c7b029e0f8ec5a2334fb0ffc2fface,-0.01,GBP,SPAR,2026-02-01,2026-02-01T00:00:00Z,DEBIT,Groceries,
af5f03357d883e5f44ba710722498ceb,56c7b029e0f8ec5a2334fb0ffc2fface,-0.01,GBP,SUPERVALUE,2026-02-01,2026-02-01T00:00:00Z,DEBIT,Groceries,
1b7be5ee4a93fb37a9a33b3c25bcbf58,56c7b029e0f8ec5a2334fb0ffc2fface,-0.01,GBP,LIDL,2026-02-01,2026-02-01T00:00:00Z,DEBIT,Groceries,
5cb262cb1a89d93556b41d63a6b2a742,56c7b029e0f8ec5a2334fb0ffc2fface,-0.01,GBP,APLLEGREEN,2026-02-01,2026-02-01T00:00:00Z,DEBIT,Groceries,
762059f3d4c72d21d56a7f96b098904e,56c7b029e0f8ec5a2334fb0ffc2fface,-0.01,GBP,MCDONALD'S,2026-02-01,2026-02-01T00:00:00Z,DEBIT,Entertainment,
17d735fda7bb824674b4c26f395e8cde,56c7b029e0f8ec5a2334fb0ffc2fface,-0.01,GBP,HARVEY NORMAN,2026-02-01,2026-02-01T00:00:00Z,DEBIT,Shopping,
6aea9171933d40fbedde9302e55253df,56c7b029e0f8ec5a2334fb0ffc2fface,-0.01,GBP,ULSTER BANK,2026-02-01,2026-02-01T00:00:00Z,DEBIT,Banking,
405536a1ed0fb86761cb9a43bd65d410,56c7b029e0f8ec5a2334fb0ffc2fface,-0.01,GBP,CIRCLE K,2026-02-01,2026-02-01T00:00:00Z,DEBIT,Groceries,
19bedf44ee80bec6b62a1cd40d7d6345,56c7b029e0f8ec5a2334fb0ffc2fface,-0.01,GBP,BET365,2026-02-01,2026-02-01T00:00:00Z,DEBIT,Entertainment,
ec1e640d74ad642d8c21eb4692d4c43e,56c7b029e0f8ec5a2334fb0ffc2fface,-0.01,GBP,ACCOUNT OVERDRAFT FEE,2026-02-01,2026-02-01T00:00:00Z,DEBIT,Fees,
2cfde8e48b70c66e86c278d6e825d71d,56c7b029e0f8ec5a2334fb0ffc2fface,-23.99,GBP,Sainsbury's,2026-02-01,2026-02-01T00:00:00Z,DEBIT,Groceries,
a50c63301d1b218032f6266de5731ca6,56c7b029e0f8ec5a2334fb0ffc2fface,-20.91,GBP,MR JOHN SMITH,2026-02-01,2026-02-01T00:00:00Z,DEBIT,Transfers,
6dae892ee9da42cfab1bb20c413f4682,56c7b029e0f8ec5a2334fb0ffc2fface,-10.0,GBP,NUDE FINANCE,2026-02-01,2026-02-01T00:00:00Z,DEBIT,Banking,
542625d59158f933b88ccc4ab7c8298a,56c7b029e0f8ec5a2334fb0ffc2fface,-10.0,GBP,E.ON NEXT,2026-02-01,2026-02-01T00:00:00Z,DEBIT,Utilities,
817b2290ec0ab202e246f5f81584d361,56c7b029e0f8ec5a2334fb0ffc2fface,-10.0,GBP,L&G INSURANCE,2026-02-01,2026-02-01T00:00:00Z,DEBIT,Insurance,
bd3597c838251d9f460e59f144fad900,56c7b029e0f8ec5a2334fb0ffc2fface,-10.0,GBP,HALIFAX,2026-02-01,2026-02-01T00:00:00Z,DEBIT,Banking,
36ca8eca6e8eee70414892ac8df8dbf4,56c7b029e0f8ec5a2334fb0ffc2fface,-10.0,GBP,OVO ENERGY,2026-02-01,2026-02-01T00:00:00Z,DEBIT,Utilities,
455be8760d333b0e3b5faa2aa526b848,56c7b029e0f8ec5a2334fb0ffc2fface,420.0,GBP,TSB CLEVELEYS,2026-01-28,2026-01-28T00:00:00Z,CREDIT,Banking,
4adae0196ef9f165bfede34e8b35e51c,56c7b029e0f8ec5a2334fb0ffc2fface,-36.59,GBP,AMAZON INT'L,2026-01-28,2026-01-28T00:00:00Z,DEBIT,Shopping,
0313a8c4a4493d2808f994d49afd8f2d,56c7b029e0f8ec5a2334fb0ffc2fface,40.0,GBP,RETURNED DD,2026-01-28,2026-01-28T00:00:00Z,CREDIT,Banking,
248650e4fcb871e98807299545f130e0,56c7b029e0f8ec5a2334fb0ffc2fface,-32.72,GBP,MR JOHN SMITH,2026-01-28,2026-01-28T00:00:00Z,DEBIT,Transfers,
082edd827ace8a5e98bb5cf7d5acf7bb,56c7b029e0f8ec5a2334fb0ffc2fface,22.42,GBP,WORKING TAX CREDIT,2026-01-28,2026-01-28T00:00:00Z,CREDIT,Income,
bf22c1c0d238b57af29dd9e7143f8ed3,56c7b029e0f8ec5a2334fb0ffc2fface,-7.93,GBP,MS JANE DOE,2026-01-27,2026-01-27T00:00:00Z,DEBIT,Transfers,
876702f9b64cd76adb889b08f12bbae2,56c7b029e0f8ec5a2334fb0ffc2fface,50.59,GBP,CIRCLE UK TRADING REFUND,2026-01-27,2026-01-27T00:00:00Z,CREDIT,Shopping,
e4f36b1446893bec40432d7f9665a847,56c7b029e0f8ec5a2334fb0ffc2fface,15.86,GBP,MS JANE DOE,2026-01-27,2026-01-27T00:00:00Z,CREDIT,Transfers,
660846da9afecae0ce77734e812e5722,56c7b029e0f8ec5a2334fb0ffc2fface,-20.56,GBP,DVLA LICENSE,2026-01-27,2026-01-27T00:00:00Z,DEBIT,Fees,
59c6ed40d093a79cb862370962b73acb,56c7b029e0f8ec5a2334fb0ffc2fface,-2.99,GBP,E&L INSURANCE,2026-01-27,2026-01-27T00:00:00Z,DEBIT,Insurance,
44614becfc4afc92656ead93a052f499,56c7b029e0f8ec5a2334fb0ffc2fface,-23.62,GBP,TESCO ONLINE SHOPPING,2026-01-27,2026-01-27T00:00:00Z,DEBIT,Groceries,
8ad15090bd3e28fbbc272c245055d5d1,56c7b029e0f8ec5a2334fb0ffc2fface,-7.56,GBP,PAYPAL EBAY,2026-01-27,2026-01-27T00:00:00Z,DEBIT,Shopping,
5cd9f97dc6db9b1e6007002745cc4446,56c7b029e0f8ec5a2334fb0ffc2fface,70.0,GBP,CASHBACK,2026-01-25,2026-01-25T00:00:00Z,CREDIT,Banking,
59fe6ab8430dc692f50f82e8f3b65d9f,56c7b029e0f8ec5a2334fb0ffc2fface,-24.5,GBP,MENS HEALTH SUBSCRIPTION,2026-01-25,2026-01-25T00:00:00Z,DEBIT,Subscriptions,
1fcd94b1b03c2191b5ea3da8f7ba7127,56c7b029e0f8ec5a2334fb0ffc2fface,-10.0,GBP,OUTGOING DD,2026-01-25,2026-01-25T00:00:00Z,DEBIT,Banking,
4e3950d59aefe8bda0387e3e711844e0,56c7b029e0f8ec5a2334fb0ffc2fface,-0.41,GBP,SAVE THE CHANGE,2026-01-25,2026-01-25T00:00:00Z,DEBIT,Savings,
de2e93cac8fc183d24b85a56450261a0,56c7b029e0f8ec5a2334fb0ffc2fface,-36.59,GBP,AMAZON PLC,2026-01-25,2026-01-25T00:00:00Z,DEBIT,Shopping,
9248a59c920f5268700279f0f2efca2f,56c7b029e0f8ec5a2334fb0ffc2fface,-0.5,GBP,SAVE THE CHANGE,2026-01-25,2026-01-25T00:00:00Z,DEBIT,Savings,
1122c85132cf046f0659992f9a2521e4,56c7b029e0f8ec5a2334fb0ffc2fface,-10.5,GBP,WWW.BINGO.COM,2026-01-25,2026-01-25T00:00:00Z,DEBIT,Entertainment,
98d522b28c7727a1d4ab9303e077e418,56c7b029e0f8ec5a2334fb0ffc2fface,-30.0,GBP,MORSES CLUB LTD,2026-01-23,2026-01-23T00:00:00Z,DEBIT,Banking,
a7ce743ff3ddc01a15d421deb486b7f9,56c7b029e0f8ec5a2334fb0ffc2fface,32.5,GBP,ANYVAN LTD,2026-01-23,2026-01-23T00:00:00Z,CREDIT,Transport,
9343a783d96cb6be77776d388450aa4a,56c7b029e0f8ec5a2334fb0ffc2fface,-100.0,GBP,LNK ATM WITHDRAWAL,2026-01-23,2026-01-23T00:00:00Z,DEBIT,Cash Withdrawal,
c71ada08f7b13ed641cfeb3e587ba33a,56c7b029e0f8ec5a2334fb0ffc2fface,-1.57,GBP,SAVE THE CHANGE,2026-01-23,2026-01-23T00:00:00Z,DEBIT,Savings,
